Identifiant séquentiel unique *,Géométrie *,Nom de la station d'épuration,Numéro de la station d'épuration,Numéro du système de traitement *,Numéro de lieu SAGO,Municipalité(s) desservie(s),Classification,Type de traitement (description),Taille de la station d'épuration,Catégorie de suivi,Date de mise en service,Population de conception,Débit - Calcul de taille (m³/d),Débit de conception (m³/d),DBO5C de conception (kg/d),Latitude de l'émissaire,Longitude de l'émissaire,Lac/Cours d'eau (milieu récepteur),Nom du bassin primaire,Équipements de traitements,Date d'effectivité de l'AA,Nombre d’ouvrages de surverse
726,Point,Station d'épuration de Thetford Mines (Black Lake),27220-1,518,X2011654,<Nul>,Boues activées,Boues activées à réacteur biologique séquentiel,Grande,6,1986-10-01,30475,"20505,7",19700,1970,"46,040,556","-71,373,889","Bécancour, Rivière","Bécancour, Rivière",BA; DÉG GR; DESS; PD,<Nul>,28
727,Point,Station d'épuration de Saint-Édouard-de-Lotbinière,33080-1,352,X2094381,<Nul>,Étangs aérés,Étangs aérés à parois verticales,Très petite,2,2008-04-01,1220,"281,2",293,40,"46,573,056","-71,833,611","Bois Clair, Rivière du","Chêne, Rivière du",EA (3 cell.); PD,<Nul>,2
728,Point,Station d'épuration de Saint-Frédéric,27065-1,379,X2069451,<Nul>,Étangs aérés à rétention réduite,Étangs aérés à rétention réduite à parois verticales,Très petite,2,2006-05-01,433,"193,2",250,32,"46,29","-70,967,222","Fermes, Rivière des","Chaudière, Rivière",ERR (3 cell.); PD; UV,<Nul>,2
729,Point,Station d'épuration de Scott,26048-2,692,X2013514,<Nul>,Étangs aérés,Étangs aérés,Petite,3,2011-11-01,2710,976,976,"153,2","46,503,056","-71,071,111","Chaudière, Rivière","Chaudière, Rivière",EA (3 cell.); PD,<Nul>,7
730,Point,Station d'épuration de Saint-Fabien-de-Panet,14240-1,349,X2011734,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1986-04-01,1100,"152,8",418,"60,5","46,656,944","-70,133,056","Lejeune, Ruisseau","Saint-Jean, Rivière",EA (3 cell.); PD,<Nul>,1
731,Point,Station d'épuration de Lévis (Breakeyville),25213-5,647,X2013728,<Nul>,Étangs aérés,Étangs aérés,Petite,3,2008-01-01,6520,"1580,5",2137,323,"46,688,889","-71,239,722","Chaudière, Rivière","Chaudière, Rivière",DÉG GR; EA (4 cell.); PD,<Nul>,11
732,Point,Station d'épuration de Sainte-Louise,17060-1,168,X2011585,<Nul>,Étangs aérés,Étangs aérés à parois verticales,Très petite,2,1998-09-01,473,"103,9","164,6","24,4","47,284,722","-70,153,333","Ferrée, Rivière","Ferrée, Rivière",EA (3 cell.),<Nul>,2
733,Point,Station d'épuration de Saint-Isidore,22570-1,365,X2013521,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1993-11-01,850,"344,4",334,43,"46,603,889","-71,087,222","Sainte-Geneviève, Ruisseau","Etchemin, Rivière",EA (3 cell.); PD,<Nul>,2
734,Point,Station d'épuration de Tourville,13500-1,488,X2011550,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1986-11-01,800,"184,2",292,44,"47,103,611","-69,987,778","Ouelle, Rivière","Ouelle, Rivière",EA (3 cell.); PD,<Nul>,4
735,Point,Station d'épuration de Sainte-Croix,33100-1,687,X2007201,<Nul>,Dégrillage,Dégrilleur fin,Petite,3,2003-11-01,1752,1227,1791,125,"46,629,722","-717,475","Saint-Laurent, Fleuve","Saint-Laurent, Fleuve",DEG,<Nul>,4
736,Point,Station d'épuration de Sainte-Justine,22130-1,348,X2012823,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1993-11-01,1550,"1589,8",1908,87,"46,41","-70,372,501","Famine, Rivière","Chaudière, Rivière",EA (4 cell.); PD,<Nul>,2
737,Point,Station d'épuration de Sainte-Claire,19055-1,495,X2013401,<Nul>,Étangs aérés,Étangs aérés,Moyenne,4,1995-12-01,2072,"2210,8",2019,722,"46,595,278","-70,849,722","Etchemin, Rivière","Etchemin, Rivière",EA (4 cell.); PD,<Nul>,4
738,Point,Station d'épuration de Saint-Just-de-Bretenières,18005-1,871,X2013981,<Nul>,Étangs aérés à rétention réduite,Étangs aérés à rétention réduite à parois verticales,Très petite,2,2001-12-01,276,"143,4","143,4","17,6","46,588,668","-7,004,968","Daaquam, Rivière","Saint-Jean, Rivière",ERR (2 cell.),<Nul>,2
739,Point,Station d'épuration de Saint-Paul-de-Montminy,18030-1,881,X2011789,<Nul>,Étangs aérés,Étangs aérés,Petite,3,2015-01-01,667,"711,3","711,3","41,9","46,728,449","-70,372,612","Tanguay, Ruisseau","Sud, Rivière du",EA (3 cell.); PD,<Nul>,5
740,Point,Station d'épuration de Saint-Adalbert,17015-1,315,90311978,<Nul>,Étangs aérés,Étangs aérés à parois verticales,Très petite,1,2006-01-01,325,"55,1","98,5","17,2","46,853,056","-69,898,333","Brown, Rivière","Saint-Jean, Rivière",EA (4 cell.),<Nul>,2
741,Point,Station d'épuration de Saint-Éphrem-de-Beauce,23270-1,337,X2012748,<Nul>,Étangs aérés,Étangs aérés,Moyenne,4,1986-11-01,1090,"911,4",1120,135,"46,073,889","-70,945","Hamel, Rivière des","Chaudière, Rivière",EA (3 cell.); PD,<Nul>,6
742,Point,Station d'épuration de Lévis (Saint-Nicolas),25045-1,670,X2013736,<Nul>,Boues activées,Boues activées à réacteur biologique séquentiel,Grande,6,1997-12-01,35940,"20953,3",19481,2227,"46,731,944","-71,285,556","Chaudière, Rivière","Chaudière, Rivière",BPM; BA; DÉC SEC; DÉG GR; DESS; UV,<Nul>,26
743,Point,Station d'épuration de Tring-Jonction,23530-1,698,X2013488,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1986-09-01,1513,"1366,5",1205,"81,7","46,271,111","-70,982,222","Fermes, Rivière des","Chaudière, Rivière",DÉG GR; DESS; EA (4 cell.); PD,<Nul>,6
744,Point,Station d'épuration de Saint-Narcisse-de-Beaurivage,33030-1,402,X2014029,<Nul>,Étangs aérés,Étangs aérés à parois verticales,Très petite,2,2004-10-01,480,"156,9",211,"26,5","464,875","-712,271","Henri, Petit bras d'","Chaudière, Rivière",EA (4 cell.); PD,<Nul>,1
745,Point,Station d'épuration de Lévis (station Desjardins),21480-1,725,X2013735,<Nul>,Étangs aérés,Étangs aérés,Grande,6,1991-02-01,46795,43991,48200,8000,"46,784,722","-71,205,833","Saint-Laurent, Fleuve","Saint-Laurent, Fleuve",DÉG GR; DESS; EA (3 cell.),<Nul>,35
746,Point,Station d'épuration de Lévis (Saint-Jean),21300-1,239,X2013727,<Nul>,Étangs aérés,Étangs aérés,Moyenne,5,1988-12-01,12440,"7222,7",6660,672,"46,743,611","-71,193,611","Etchemin, Rivière","Etchemin, Rivière",DÉG GR; EA (3 cell.); PD,<Nul>,4
747,Point,Station d'épuration de Saint-Lambert-de-Lauzon,26070-1,703,X2013527,<Nul>,Étangs aérés,Étangs aérés,Moyenne,4,2004-01-01,1736,838,692,"225,3","465,875","-71,215,833","Chaudière, Rivière","Chaudière, Rivière",EA (5 cell.); PD,<Nul>,8
748,Point,Station d'épuration de Sainte-Marguerite,22390-1,166,X2013508,<Nul>,Étangs non aérés,Étangs non aérés à vidange périodique,Très petite,2,1989-06-01,390,"305,5",287,21,"46,516,667","-70,954,722","Rang Sainte-Marguerite, Ruisseau du","Chaudière, Rivière",ENA (2 cell.),<Nul>,1
749,Point,Station d'épuration de Beauceville,23380-1,63,X2013482,<Nul>,Boues activées,Boues activées,Moyenne,5,1986-11-01,5000,"3987,2",4415,340,"46,226,667","-70,803,333","Chaudière, Rivière","Chaudière, Rivière",BA; DÉC SEC; DÉG GR; DESS; UV,<Nul>,12
750,Point,Station d'épuration de Frampton,26005-1,27,X2013471,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1980-01-01,850,"305,2",350,<Nul>,"46,464,444","-70,796,667","Pyke, Rivière","Etchemin, Rivière",EA (2 cell.); PD,<Nul>,1
751,Point,Station d'épuration de Saint-Michel-de-Bellechasse,19110-1,496,X2013437,<Nul>,Dégrillage,Dégrilleur fin,Petite,3,1998-01-01,1053,640,543,76,"46,881,667","-70,910,278","Saint-Laurent, Fleuve","Saint-Laurent, Fleuve",DEG,<Nul>,3
752,Point,Station d'épuration de La Durantaye,19090-1,197,X2013434,<Nul>,Étangs aérés,Étangs aérés,Petite,3,2005-06-01,522,"798,8",832,"27,3","46,845,278","-70,855,278","Mères, Rivière des","Mères, Rivière des",EA (2 cell.),<Nul>,2
753,Point,Station d'épuration de Saint-Gervais,15570-1,540,X2013432,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1993-08-01,1204,"587,1",417,61,"46,730,278","-70,901,389","Saint-Michel, Bras","Sud, Rivière du",EA (3 cell.); PD,<Nul>,1
754,Point,Station d'épuration de Saint-Henri,21140-1,620,X2013429,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1995-12-01,2581,2025,2025,160,"466,925","-71,080,833","Etchemin, Rivière","Etchemin, Rivière",EA (3 cell.); PD,<Nul>,6
755,Point,Station d'épuration de Saint-Lazare-de-Bellechasse,15340-1,376,X2013261,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1986-06-01,580,"266,4",235,32,"46,661,111","-70,813,611","Lacasse, Ruisseau","Etchemin, Rivière",EA (3 cell.); PD,<Nul>,2
756,Point,Station d'épuration d'Armagh ,19037-1,121,X2013259,<Nul>,Boues activées,Boues activées à aération prolongée,Petite,3,1980-01-01,907,"649,3",598,42,"46,732,867","-70,570,499","Sud, Rivière du","Sud, Rivière du",BA; DÉC SEC; DÉG GR; PD,<Nul>,2
757,Point,Station d'épuration de Saint-Malachie,22340-1,384,X2013257,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1990-05-01,836,"815,6",724,45,"46,537,778","-70,786,944","Etchemin, Rivière","Etchemin, Rivière",EA (3 cell.); PD,<Nul>,2
758,Point,Station d'épuration de Saint-Benoît-Labre,29100-2,676,X2013175,<Nul>,Étangs aérés,Étangs aérés à parois verticales,Très petite,2,2013-12-01,750,"278,6","278,6","61,1","46,072,939","-70,778,611","Gédéon-Loubier, Ruisseau","Chaudière, Rivière",EA (4 cell.); PD,<Nul>,4
759,Point,Station d'épuration de Beaumont,15780-1,9,X2013096,<Nul>,Étangs aérés à rétention réduite,Étangs aérés à rétention réduite à parois verticales,Très petite,1,1993-08-01,809,"62,4",284,41,"468,319","-7,105,351","Saint-Laurent, Fleuve","Saint-Laurent, Fleuve",ERR (3 cell.),<Nul>,2
760,Point,Station d'épuration de Saint-Just-de-Bretenières (ENA),18005-2,364,X2011676,<Nul>,Étangs non aérés,Étangs non aérés à décharge en continu,Petite,3,1975-10-01,360,"962,1",1000,18,"46,555,556","-70,093,611","Shidgel, Rivière","Saint-Jean, Rivière",ENA (2 cell.),<Nul>,2
761,Point,Station d'épuration de Saint-Nazaire-de-Dorchester (2012),19015-2,407,X2012947,<Nul>,Disques biologiques,Disques biologiques Rotofix,Très petite,1,2012-01-01,240,77,77,"13,3","46,550,116","-70,673,658","Roy, Ruisseau","Chaudière, Rivière",DÉC PRIM; DÉC SEC; BD; FS(F); PD; UV,<Nul>,1
762,Point,Station d'épuration de Lac-Etchemin (Sainte-Germaine),22250-1,921,X2012920,<Nul>,Étangs aérés,Étangs aérés,Moyenne,4,2019-06-01,334,222,297,64,"463,675","-70,436,389","Famine, Rivière","Chaudière, Rivière",EA (3 cell.); PD,<Nul>,1
763,Point,Station d'épuration de Lac-Etchemin (Sainte-Germaine),22250-1,60,X2012920,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1993-12-01,334,222,297,64,"463,675","-70,436,389","Famine, Rivière","Chaudière, Rivière",EA (3 cell.); PD,<Nul>,1
764,Point,Station d'épuration de Saint-Magloire,15200-1,383,X2012848,<Nul>,Autres,Fossés à infiltration rapide,Très petite,2,1998-06-01,490,"452,1",277,25,"46,574,444","-70,306,667","Blanche, Rivière","Saint-Jean, Rivière",DÉC PRIM; DÉG GR; FS; FAIR,<Nul>,1
765,Point,Station d'épuration de Saint-Benjamin,28025-1,37,X2012802,<Nul>,Étangs aérés,Étangs aérés,Petite,3,2001-03-01,384,"905,8",520,"19,2","46,274,722","-70,594,167","Busque, Lac à","Chaudière, Rivière",EA (3 cell.); PD,<Nul>,2
766,Point,Station d'épuration de Notre-Dame-des-Pins,23370-1,81,X2012750,<Nul>,Disques biologiques,Disques biologiques,Petite,3,1986-09-01,501,684,747,"43,5","46,186,389","-70,717,222","Chaudière, Rivière","Chaudière, Rivière",DÉC PRIM; DÉC SEC; DÉG GR; BD; PD; UV,<Nul>,2
767,Point,Station d'épuration de Saint-Georges (Beauce),23320-1,400,X2012742,<Nul>,Boues activées,Boues activées à réacteur biologique séquentiel,Grande,6,1986-12-01,19872,"18417,2",19500,1750,"46,128,056","-70,698,056","Chaudière, Rivière","Chaudière, Rivière",BA; DÉG GR; DESS; PD; UV,<Nul>,10
768,Point,Station d'épuration de Saint-Martin,23220-1,387,X2012735,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1986-09-01,1545,"862,7",1126,98,"45,982,778","-70,659,444","Chaudière, Rivière","Chaudière, Rivière",EA (3 cell.); PD,<Nul>,2
769,Point,Station d'épuration de La Guadeloupe,24650-1,182,X2012729,<Nul>,Étangs aérés,Étangs aérés,Moyenne,4,1986-12-01,1531,"1230,7",1350,182,"45,969,167","-70,923,333","Station, Ruisseau de la","Ristigouche, Rivière",EA (4 cell.); PD,<Nul>,4
770,Point,Station d'épuration de Laurier-Station,28440-1,547,X2012314,Laurier-Station,Étangs aérés,Étangs aérés,Petite,3,1986-11-01,2470,"2466,4",1850,162,"46,564,167","-71,656,944","Huron, Rivière","Chêne, Rivière du",EA (3 cell.); PD,<Nul>,1
771,Point,Station d'épuration de Berthier-sur-Mer,14700-1,13,X2011998,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1994-12-01,722,"766,7",558,36,"46,938,611","-70,731,389","Saint-Laurent, Fleuve","Saint-Laurent, Fleuve",EA (2 cell.),<Nul>,2
772,Point,Station d'épuration de Saint-Théophile,29005-1,444,X2011951,<Nul>,Étangs aérés,Étangs aérés à parois verticales,Très petite,2,1998-05-01,438,169,208,22,"45,931,389","-70,494,444","Boutin, Ruisseau","Chaudière, Rivière",EA (3 cell.); PD,<Nul>,2
773,Point,Station d'épuration de Dosquet,33040-1,143,X2011909,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1999-12-01,846,"214,1",358,"61,2","4,646,014","-7,153,611","Henri, Rivière","Chêne, Rivière du",EA (2 cell.); PD,<Nul>,3
774,Point,Station d'épuration de Montmagny,14550-1,242,X2011844,<Nul>,Étangs aérés,Étangs aérés,Moyenne,5,1991-07-01,10758,"11532,9",11186,669,"46,997,222","-70,575,278","Saint-Laurent, Fleuve","Saint-Laurent, Fleuve",EA (3 cell.),<Nul>,13
775,Point,Station d'épuration de Saint-Antoine-de-Tilly,33095-1,278,X2011837,<Nul>,Dégrillage,Dégrilleur fin,Petite,3,1973-01-01,393,"523,6","474,6","30,1","46,666,667","-71,576,111","Saint-Laurent, Fleuve","Saint-Laurent, Fleuve",DEG,<Nul>,4
776,Point,Station d'épuration de Notre-Dame-du-Rosaire,18040-1,284,X2011783,<Nul>,Étangs aérés,Étangs aérés à parois verticales,Très petite,2,2011-12-01,312,"150,1","150,1","18,4","46,830,556","-70,391,944",<Nul>,"Sud, Rivière du",EA (4 cell.); PD,<Nul>,1
777,Point,Station d'épuration de Saint-Patrice-de-Beaurivage,33025-1,446,X2011748,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,2004-07-01,660,"190,8",341,39,"464,122","-71,208,797","Beaurivage, Rivière","Chaudière, Rivière",EA (3 cell.); PD,<Nul>,2
778,Point,Station d'épuration de Frontenac (Mercier),24210-2,734,X2008659,<Nul>,Étangs non aérés,Étangs non aérés à décharge en continu,Très petite,1,1990-09-01,160,"51,7",110,24,"45,489,722","-70,865,556","Mégantic, Lac","Chaudière, Rivière",ENA (2 cell.); PD,<Nul>,0
779,Point,Station d'épuration de Saint-Denis-de-Brompton (Montjoie),35220-1,764,X2008672,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1991-03-01,385,"269,4","346,9","19,3","454,225","-72,076,944","Kee, Ruisseau","Saint-François, Rivière",EA (4 cell.); PD,<Nul>,0
780,Point,Station d'épuration de Stanstead (Rock Island),37380-1,490,X2008593,<Nul>,Boues activées,Boues activées,Petite,3,1982-01-01,2750,1515,1515,222,"45,006,667","-72,115,278","Tomifobia, Rivière","Saint-François, Rivière",BA; DÉC SEC; DÉG GR; PD,<Nul>,5
781,Point,Station d'épuration de Cookshire-Eaton (Cookshire),25520-1,133,X2008652,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1984-01-01,1400,"1500,4",1552,241,"45,426,111","-716,375","Eaton, Rivière","Saint-François, Rivière",EA (3 cell.); PD,<Nul>,5
782,Point,Station d'épuration de Dudswell,41117-1,259,X2008656,<Nul>,Autres,Biotour,Très petite,1,1999-01-01,377,"93,8",107,"18,9","45,630,278","-71,593,333","Lac d'Argent, Décharge du","Saint-François, Rivière",BIOT; PD; UV,<Nul>,2
783,Point,Station d'épuration de Racine,42032-1,776,X0501383,<Nul>,Étangs aérés,Étangs aérés à parois verticales,Très petite,2,2001-03-01,495,"227,9",215,43,"455,045","-72,255,763","Benda, Ruisseau","Yamaska, Rivière",EA (4 cell.); PD,<Nul>,0
784,Point,Station d'épuration de North Hatley,37650-1,544,X0500580,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1986-02-01,1557,"769,1",933,63,"45,284,167","-71,962,778","Massawippi, Rivière","Saint-François, Rivière",EA (4 cell.); PD,<Nul>,2
785,Point,Station d'épuration de Stanstead Canton (FitchBay),45025-1,812,X0500189,<Nul>,Étangs aérés,Étangs aérés à parois verticales,Très petite,2,1992-10-01,126,"100,9",51,7,"45,113,488","-72,178,153","Fitch, Ruisseau","Saint-François, Rivière",EA (4 cell.); PD,<Nul>,0
786,Point,Station d'épuration de Saint-Claude,42100-1,786,X2008671,<Nul>,Disques biologiques,Disques biologiques à réacteur biologique rotatif,Très petite,1,1997-04-01,95,23,30,5,"45,650,278","-71,991,667","Saint-Laurent, Ruisseau","Saint-François, Rivière",DÉC SEC; BD; FS; PD; UV,<Nul>,1
787,Point,Station d'épuration de Lambton,24500-1,238,X0501611,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1992-10-01,1087,"425,1",398,"55,8","45,853,056","-71,095,556","Saint-François, Grand lac","Saint-François, Rivière",EA (2 cell.); PD,<Nul>,1
788,Point,Station d'épuration d'Asbestos,35700-1,5,X2008638,<Nul>,Boues activées,Boues activées,Moyenne,5,1988-12-01,10225,"5326,7",5546,553,"45,786,111","-71,943,889","Nicolet Sud-Ouest, Rivière","Nicolet, Rivière",BA; DÉC SEC; DÉG GR; DESS AÉRÉ; PD; UV,<Nul>,2
789,Point,Station d'épuration d'Ascot Corner (EA),36250-2,220,X2008642,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1996-01-01,668,"295,2",276,33,"45,434,252","-71,778,332","Saint-François, Rivière","Saint-François, Rivière",EA (2 cell.); PD,<Nul>,1
790,Point,Station d'épuration de Sherbrooke (Rock Forest),36500-1,479,X2008667,<Nul>,Boues activées,Boues activées,Moyenne,5,1985-08-01,6517,"3782,8",3600,293,"45,347,222","-71,987,778","Magog, Rivière","Saint-François, Rivière",BA; DÉC SEC; DÉG GR; DESS; PD; UV,<Nul>,6
791,Point,Station d'épuration de Stanstead (Beebe-Plain),37440-1,489,X2008591,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1985-12-01,1094,"291,7",499,53,"45,016,944","-72,141,389","Tomifobia, Rivière","Saint-François, Rivière",EA (3 cell.); PD,<Nul>,4
792,Point,Station d'épuration de Saint-Ludger,24170-1,422,X2008719,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1991-06-01,740,"771,4",439,136,"45,749,722","-70,691,667","Chaudière, Rivière","Chaudière, Rivière",EA (3 cell.); PD,<Nul>,4
793,Point,Station d'épuration de Stornoway,30105-1,817,X2008726,<Nul>,Étangs non aérés,Étangs non aérés à vidange périodique,Très petite,1,1992-11-01,300,"83,4",123,17,"4,572,308","-71,162,966","Legendre, Rivière","Saint-François, Rivière",ENA (2 cell.); PD,<Nul>,0
794,Point,Station d'épuration de Potton,45030-1,73,X2008664,<Nul>,Étangs non aérés,Étangs non aérés à vidange périodique,Très petite,2,1995-09-01,679,"177,2",244,37,"45,044,444","-723,975","Missisquoi Nord, Rivière","Richelieu, Rivière",ENA (2 cell.); PD,<Nul>,2
795,Point,Station d'épuration de Saint-Sébastien,24410-1,806,X2008724,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1993-12-01,646,"436,6",452,34,"45,795,521","-70,976,093","Castonguay, Ruisseau","Saint-François, Rivière",EA (2 cell.); PD,<Nul>,0
796,Point,Station d'épuration de Lac-Drolet,30080-1,224,X2008562,<Nul>,Étangs non aérés,Étangs non aérés à décharge en continu,Très petite,2,1977-01-01,750,"352,6",400,"37,5","45,706,111","-70,847,222",<Nul>,"Chaudière, Rivière",ENA (2 cell.),<Nul>,1
797,Point,Station d'épuration de Sainte-Edwidge-de-Clifton,44055-1,158,X2008676,<Nul>,Étangs aérés,Étangs aérés à parois verticales,Très petite,2,1994-12-01,175,"145,4",139,9,"45,209,949","-71,676,084",<Nul>,"Saint-François, Rivière",EA (4 cell.); PD,<Nul>,2
798,Point,Station d'épuration de Nantes,24320-1,773,13436001,<Nul>,Étangs non aérés,Étangs non aérés à vidange périodique,Très petite,2,1990-12-01,290,"475,1",290,"16,2","45,633,358","-71,042,278",<Nul>,"Saint-François, Rivière",ENA (2 cell.); PD,<Nul>,0
799,Point,Station d'épuration de Notre-Dame-des-Bois,30010-1,741,X2012039,<Nul>,Étangs aérés,Étangs aérés à parois verticales,Très petite,2,2003-10-01,429,"133,4",150,"21,5","45,400,556","-71,085,278","Saumons, Rivière aux","Saumons, Rivière aux",EA (4 cell.); PD,<Nul>,0
800,Point,Station d'épuration de Saint-Denis-de-Brompton (Village),35220-2,101,X2009788,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1991-07-01,388,"195,7","177,7","26,4","45,451,111","-72,068,056","Jolin, Ruisseau","Saint-François, Rivière",EA (2 cell.); PD,<Nul>,1
801,Point,Station d'épuration de La Patrie,25600-1,52,X2008740,<Nul>,Étangs non aérés,Étangs non aérés à vidange périodique,Très petite,2,1995-08-01,344,"122,6",201,26,"45,419,167","-71,247,778","Saumon, Rivière au","Saint-François, Rivière",ENA (2 cell.); PD,<Nul>,1
802,Point,Station d'épuration de Weedon,26380-1,507,X2008729,<Nul>,Étangs aérés,Étangs aérés,Petite,3,1985-11-01,1230,"1197,5",1128,160,"45,682,778","-71,446,667","Saint-François, Rivière","Saint-François, Rivière",EA (3 cell.); PD,<Nul>,5
803,Point,Station d'épuration de Sainte-Anne-de-la-Rochelle,42050-1,96,X2008674,<Nul>,Étangs aérés,Étangs aérés,Très petite,2,1998-12-01,182,"267,8",186,"9,1","45,406,389","-72,397,222",<Nul>,"Yamaska, Rivière",EA (2 cell.); PD,<Nul>,1
